customer_id,orders_placed,products_purchased,amount_spent
4457,6,17,4039.510040283203
11338,7,18,3468.4400596618652
2382,6,15,2959.5200157165527
6441,4,12,2555.750045776367
8120,6,18,4289.560089111328
7847,4,12,2954.6400394439697
11134,10,29,6249.11014175415
3867,4,10,1671.7900161743164
10715,7,15,3219.6100730895996
6629,2,3,509.9500198364258
4540,4,10,2179.7500495910645
3298,5,12,2233.6800079345703
8303,5,18,3444.590045928955
9871,9,29,5890.43012046814
8488,8,25,4799.4300899505615
8919,8,27,4764.390083312988
640,9,30,5634.400089263916
6285,13,37,7017.970104217529
1259,4,9,1949.8000259399414
6612,4,7,1034.7700004577637
2826,9,30,5627.300098419189
5800,8,19,4084.560110092163
5660,9,23,4897.510112762451
4296,5,17,3019.5500526428223
9203,3,3,479.9800033569336
1035,3,11,2719.710048675537
549,5,15,3779.700080871582
675,4,12,2189.74005317688
3462,6,15,2653.750057220459
2728,6,21,4379.580055236816
11427,5,19,4259.640079498291
8751,2,6,816.9199981689453
8386,8,22,3859.5700874328613
5403,8,21,4857.430080413818
4082,4,13,2849.650058746338
9884,4,8,1459.7800254821777
9325,11,25,5195.450075149536
10572,6,23,5259.460121154785
4191,10,28,4489.460094451904
9504,8,26,6309.460113525391
4106,5,20,3782.660093307495
6768,6,18,4021.4800720214844
11884,9,29,6054.270114898682
1659,4,12,2949.7000579833984
1022,7,21,3827.5900802612305
803,5,12,1939.7900428771973
12185,3,11,1601.8200340270996
9892,6,12,2047.6400413513184
9627,3,14,2939.710063934326
11309,4,12,2309.8100547790527
7796,3,12,2443.8100509643555
8674,10,25,4719.300117492676
1790,6,15,3629.6300506591797
4916,8,26,4901.27010345459
2872,8,26,5729.360153198242
506,3,9,1439.7600173950195
8954,8,30,5439.400127410889
6563,5,13,2775.6600303649902
2629,4,11,1839.7400398254395
2160,3,9,2314.78005027771
8141,5,19,3866.6700916290283
3510,3,12,2561.650053024292
2943,2,3,659.890022277832
9701,9,25,4089.500102996826
6933,4,11,1839.8400421142578
11118,4,17,3379.7400856018066
10295,6,13,2409.5800342559814
10044,6,22,4079.6800804138184
8484,6,15,2321.7200355529785
7753,6,13,2859.7400665283203
1736,4,8,1847.8000373840332
2258,4,14,2929.670024871826
8395,5,14,2694.4800338745117
9149,3,8,1497.7900352478027
4045,9,26,5345.5201206207275
4729,6,14,2311.730047225952
3077,3,11,2174.750057220459
11781,6,17,3689.7100563049316
9761,6,25,5509.610122680664
8427,3,6,959.8700141906738
4067,8,18,3664.6300868988037
6789,9,29,5759.440097808838
5852,6,21,4432.330055236816
497,7,11,2589.7000617980957
2159,5,15,2999.6300468444824
6478,6,16,2487.6800384521484
9526,5,12,1769.670051574707
6059,4,12,1861.620008468628
11084,3,6,1294.9000396728516
2562,7,22,4255.390056610107
5024,5,17,4909.6000900268555
6357,6,17,3679.6500968933105
3026,4,13,2229.720039367676
9714,7,23,3534.580089569092
11156,8,30,6267.360160827637
5533,9,25,5641.580053329468
3999,6,15,3379.600040435791
6172,3,11,1635.6500091552734
7962,11,34,7097.100147247314
1412,5,17,3079.470058441162
1006,4,17,3726.6500854492188
6014,6,20,4584.410125732422
8568,5,17,3193.6500930786133
6652,4,15,3559.7200889587402
1788,8,25,4346.3800621032715
5315,2,2,499.9400177001953
10777,9,34,7644.250152587891
11379,7,17,3979.620071411133
10994,6,16,2984.6000785827637
7544,6,16,3569.810089111328
10102,4,12,2339.6600303649902
8468,3,10,1717.8000583648682
2836,4,11,2459.800060272217
7844,7,25,4628.210105895996
8409,2,8,1859.8400344848633
568,6,18,4319.560073852539
643,4,11,1835.7800407409668
4547,6,21,4443.530117034912
1053,5,11,2219.820053100586
8637,6,28,5463.450119018555
12026,6,25,4454.450084686279
11058,7,25,4959.340091705322
8283,7,15,3204.730049133301
11717,5,12,2493.6900482177734
10144,9,21,4129.45006942749
10180,6,16,3307.4500427246094
1224,3,11,1929.830020904541
1075,7,14,2479.410026550293
2158,4,11,2624.6900634765625
1857,5,16,3484.5000610351562
12027,3,8,1379.7900314331055
10875,4,15,3639.600070953369
8363,2,2,154.98000526428223
7710,4,15,2589.6600437164307
11255,5,10,1084.8100090026855
9826,4,19,3521.6100902557373
10000,2,4,659.8700065612793
9746,5,23,4436.590124130249
4040,7,21,4444.630115509033
12056,6,18,4170.580087661743
2878,5,14,2289.7400512695312
6932,8,22,4405.50008392334
7578,5,8,1279.8000183105469
7431,3,9,1704.870029449463
11575,6,18,3899.5200805664062
4069,4,12,2374.7300567626953
12266,6,23,4009.4800910949707
10078,5,14,2409.6200408935547
5068,9,25,5297.310085296631
9119,7,23,5774.45015335083
8857,3,8,1614.8000411987305
2546,6,16,3319.6700706481934
1981,6,17,3279.5700721740723
4591,3,8,1659.7000350952148
10762,4,20,3824.3700790405273
8531,6,20,3989.550075531006
9323,3,8,1409.8600463867188
10207,2,10,2159.720054626465
11234,2,4,719.8700180053711
7225,4,8,2033.8100509643555
5841,5,11,3129.7000732421875
9144,4,11,1749.7400360107422
1240,5,14,2527.7100410461426
812,5,16,2739.720069885254
5379,3,7,1459.7700233459473
7189,2,9,1909.7800598144531
834,6,17,3759.640068054199
8180,8,23,4285.450075149536
1379,8,31,5879.2601146698
9186,8,23,4159.550106048584
9752,4,9,2039.7800483703613
10340,8,25,4839.390106201172
6486,5,13,1992.8400421142578
10074,4,20,3734.6400604248047
679,10,34,5724.210077285767
4775,8,21,3624.4700679779053
3030,3,6,1374.9300079345703
4389,1,4,1049.8000030517578
1220,3,8,2339.8200645446777
7269,4,10,2024.6600189208984
6643,9,29,6249.320121765137
4867,5,15,3043.7300605773926
10073,2,4,969.9400177001953
12119,6,18,4094.5400886535645
1855,5,13,2649.680061340332
3493,8,25,4619.350086212158
9433,7,20,3939.4600563049316
2572,7,21,4019.720069885254
6609,2,7,1609.8800354003906
12297,2,5,879.8699951171875
3523,8,28,5333.310104370117
7137,2,4,999.8899993896484
9624,4,16,2709.8000717163086
12114,5,18,2967.560047149658
4007,4,10,2219.720054626465
11127,11,30,5034.310094833374
1600,6,20,3905.7200965881348
6909,7,21,4439.400054931641
4996,5,17,2999.7100677490234
9466,6,17,4169.660095214844
221,13,34,6378.470069885254
8562,4,11,2001.7100524902344
7014,2,3,359.9400062561035
12206,4,14,2149.770046234131
7298,6,25,5214.480146408081
5507,1,1,150.0
10922,5,21,3713.550064086914
10759,7,23,4411.430095672607
441,4,14,3394.740005493164
561,6,15,3469.4500579833984
8464,4,11,2409.8300285339355
9568,4,9,1609.770034790039
2215,5,11,2289.6800384521484
2713,5,16,2709.740058898926
4282,6,16,3529.6101036071777
7394,7,22,4110.530055999756
6657,2,5,1069.9100341796875
589,6,16,3389.520076751709
10552,7,26,4813.520130157471
10201,6,22,4014.650068283081
2727,7,21,4654.450096130371
9300,11,31,7891.210159301758
305,5,15,3289.7700843811035
3545,4,17,2984.6000328063965
6993,5,10,1139.8100128173828
10858,5,14,2049.810043334961
9258,7,21,3847.63010597229
2603,3,9,1689.620018005371
8957,5,13,3181.6500720977783
8035,4,11,2814.700038909912
235,4,13,2847.590061187744
9775,5,14,2294.69002532959
8008,5,17,3297.5500564575195
635,7,14,3282.720058441162
6097,4,7,979.8900146484375
724,4,15,2939.830057144165
6019,3,10,2544.7000579833984
9726,6,24,4899.56010055542
150,5,14,2629.7700691223145
8580,7,20,3859.6200790405273
9601,1,4,649.9000091552734
2945,5,7,929.8800354003906
11536,5,17,2909.5400390625
7509,6,15,2355.790014266968
11408,4,9,2819.8500366210938
1483,2,8,1779.8200454711914
6457,8,22,4535.31010055542
5380,1,5,1329.9300384521484
11572,5,15,2373.6700325012207
7211,8,30,6314.360061645508
9343,5,17,2849.5200233459473
1323,5,16,2876.720039367676
11422,11,34,5993.960098266602
4151,5,11,1336.860013961792
3313,4,12,2329.850040435791
7559,5,13,3001.7100467681885
4432,7,22,4843.440074920654
1420,5,14,3659.720085144043
5359,8,24,4430.42010307312
2062,5,8,1634.840045928955
4417,7,24,4249.520095825195
328,6,20,4517.560094833374
5445,7,23,4291.5100955963135
10866,4,15,2753.720058441162
8961,4,13,2914.7000770568848
10326,6,13,2627.7000617980957
317,4,14,3369.6100540161133
10316,3,11,2809.710060119629
4764,6,11,2227.719985961914
1046,4,10,1879.6300067901611
3900,8,20,3704.640068054199
7804,4,9,1919.7600402832031
10296,5,20,4649.390087127686
11662,8,25,5066.450122833252
112,7,15,3184.680072784424
2150,6,17,2929.630058288574
1674,5,20,3493.5600662231445
7528,6,21,3291.6100311279297
6109,7,23,4817.49010848999
8288,6,20,4074.480104446411
9716,1,4,689.9100151062012
10484,5,19,3674.4800415039062
2497,4,12,2259.7500343322754
7508,7,18,3689.670051574707
6731,6,15,3395.6200790405273
8828,3,6,1569.8400039672852
11970,4,8,1629.7400093078613
3098,7,18,4123.600101470947
5447,6,16,3394.660057067871
5600,9,23,3854.660087585449
9023,6,21,3013.580053329468
6732,8,18,4199.480072021484
5185,8,19,2984.620044708252
6375,9,36,7740.130184173584
10664,5,15,3319.790084838867
12376,5,14,2717.660068511963
5904,9,32,5923.4201583862305
11500,5,13,2659.7100563049316
2588,8,24,3791.580083847046
7716,7,22,4809.450103759766
3244,5,17,3279.630058288574
10490,9,28,5589.300086975098
8698,4,12,2141.750026702881
3604,6,20,3458.680088043213
4090,6,19,3629.6300735473633
1404,4,10,2393.710060119629
1011,12,38,8023.960186004639
1667,2,4,929.9500274658203
4939,8,30,5351.290107727051
11609,3,12,2324.740058898926
6231,6,19,3076.7000617980957
1640,5,12,2055.730026245117
6767,8,23,4256.440088272095
5644,9,25,5079.46012878418
8275,5,23,4375.410041809082
4384,3,11,2663.6800689697266
9750,7,21,4094.43009185791
5530,3,8,1779.8900413513184
5424,6,13,3019.7000770568848
1307,10,27,4099.520097732544
11381,5,17,3509.610076904297
11569,4,14,3279.7200660705566
5520,4,13,2759.6000480651855
12177,7,21,2871.6000328063965
4635,3,8,2159.760051727295
6759,7,24,4904.270088195801
3150,5,15,2829.7200469970703
10895,2,9,2566.640033721924
4197,6,20,3975.550037384033
3882,6,11,2029.6900177001953
1839,3,8,1059.8700141906738
2928,5,16,3549.600028991699
7245,5,10,2524.8000564575195
1542,6,21,4217.380054473877
11267,2,10,1939.7900619506836
2775,4,14,2287.750026702881
259,7,25,4617.570087432861
7234,7,21,4585.400093078613
12188,2,8,869.77001953125
9163,6,14,2874.7600708007812
6511,3,7,1439.8800163269043
10981,5,14,2319.8000526428223
9234,6,17,3557.7000694274902
9113,3,12,2189.7000427246094
11095,3,7,1264.930030822754
8559,4,17,3501.6600666046143
8100,3,10,1594.7300109863281
12105,3,9,1024.8300132751465
4377,5,11,2657.7600650787354
5302,9,25,5145.420059204102
1275,5,18,2925.580068588257
8668,5,20,3389.4100494384766
8028,1,1,250.0
5303,5,9,1411.6600189208984
10707,8,30,6143.440158843994
8723,4,12,2535.550001144409
950,8,20,4119.560092926025
1764,6,17,3143.6000442504883
8061,5,13,3379.720069885254
579,8,18,4109.630104064941
610,5,11,1864.7200317382812
8187,6,18,3669.4600715637207
1532,10,23,4889.480094909668
10104,6,13,3189.590057373047
3051,7,24,5779.240116119385
2482,6,13,2899.5400428771973
8664,10,31,6095.350151062012
5147,8,21,4814.300098419189
10010,6,22,3801.5600967407227
9232,1,2,499.97000885009766
11428,4,6,1179.8800201416016
8975,5,16,3839.6100997924805
2787,6,17,3024.5600357055664
10285,4,10,2139.7800331115723
7879,8,19,4259.440071105957
11603,6,14,2759.470043182373
5446,9,28,5939.3401222229
4664,3,6,1379.910041809082
312,5,14,3106.710060119629
9968,4,9,2399.780044555664
9520,6,17,2744.6700534820557
11823,6,22,4145.590099334717
2534,3,11,2019.8700523376465
6530,5,14,3189.7300720214844
3251,2,4,779.900016784668
5875,8,33,6429.160140991211
9004,4,13,2387.7400436401367
985,1,4,669.9700012207031
8725,5,14,2929.6500549316406
4188,6,12,2349.720012664795
6784,4,11,2209.700019836426
12382,7,27,4869.380123138428
1569,5,12,2629.73006439209
6730,7,25,4670.390090942383
5796,4,16,3574.5300674438477
8792,5,21,3784.6200370788574
8838,6,11,2389.710060119629
7083,3,11,2103.750045776367
9970,5,13,2801.750068664551
4500,6,17,2819.5300674438477
4376,8,28,5219.450096130371
6064,5,16,3519.6600494384766
1648,4,11,1509.7800331115723
8988,7,18,3881.3100242614746
4101,5,16,3199.660068511963
11801,8,26,4614.480121612549
3440,3,9,1459.7800407409668
11388,8,25,5005.530082702637
4348,7,18,3899.3700790405273
7152,6,11,2009.800033569336
9653,6,18,3765.5500679016113
7799,6,15,2884.8000659942627
6725,8,29,5354.440137863159
5321,9,31,6110.390113830566
4275,6,20,4469.490070343018
10250,7,15,3239.7500534057617
5164,5,10,1739.7700309753418
619,5,16,2555.6400299072266
4890,4,12,1779.8800430297852
2720,3,9,2569.840051651001
5316,8,21,4074.4300956726074
63,4,10,1829.7900390625
4718,5,12,1759.7800407409668
5801,4,12,2159.5600509643555
4279,5,21,4421.510059356689
5586,2,8,1991.8200645446777
3872,6,19,3528.5200786590576
10810,6,20,2719.560043334961
37,3,10,1329.7600212097168
11894,4,13,1807.7800331115723
1589,7,23,5162.420066833496
11151,4,17,3679.720085144043
8492,5,12,3209.700050354004
380,5,12,1943.7100353240967
1024,9,23,5097.500072479248
9779,7,20,3947.6200942993164
11584,7,23,4858.510093688965
2933,3,5,1149.8500328063965
3552,6,17,2739.6400604248047
560,3,10,1969.8500328063965
9912,6,21,4599.35005569458
9006,5,8,1222.7900314331055
6554,8,22,4182.520069122314
4739,6,18,4316.690114974976
3968,6,17,4269.600078582764
10616,5,10,2406.7600650787354
7042,6,21,5019.510105133057
1081,6,16,3869.4700775146484
573,2,9,1939.8300437927246
512,7,21,4504.550088882446
11052,7,17,3364.670051574707
3001,5,11,2709.8200721740723
10642,8,23,4475.540077209473
11025,4,10,2769.7700729370117
10406,7,21,4668.600131988525
9039,6,28,5027.290100097656
12377,6,19,3949.6001014709473
5227,5,22,4284.3900718688965
927,7,23,4707.270065307617
5741,9,26,5170.350078582764
5737,3,5,869.9500122070312
6532,7,26,4584.430088043213
1185,6,18,3309.6300888061523
1530,3,8,1959.7200317382812
8722,5,17,3585.500099182129
4959,8,28,5069.120079040527
10363,5,15,2935.6600646972656
8702,4,7,1629.8199920654297
8906,5,18,3719.6400451660156
5369,6,18,2585.5100383758545
9013,4,12,2857.730052947998
1145,7,22,4144.540088653564
8213,1,4,749.8900146484375
3553,6,15,3101.7100791931152
4552,7,23,5444.4000816345215
5746,3,14,3239.8000869750977
2833,10,25,5277.280067443848
8902,8,21,3961.5801181793213
5700,5,16,3179.520065307617
5754,6,16,3524.7201042175293
6276,4,12,1785.8000602722168
9550,4,15,2679.5500411987305
6859,5,19,4129.670082092285
7605,3,14,2219.8200340270996
7723,6,13,2759.6800804138184
2774,12,36,8039.300186157227
6013,5,9,1595.7500171661377
8847,8,28,6007.210075378418
2870,4,12,1954.5600128173828
7296,7,23,3994.380084991455
1051,5,9,1519.8500175476074
11339,4,12,2359.730037689209
6590,4,11,2624.690040588379
1649,3,11,2049.640022277832
5748,3,12,2224.7700481414795
8858,4,10,2749.7000732421875
11574,8,21,4444.5000648498535
58,8,26,6615.160125732422
3393,4,10,1924.680030822754
389,3,7,1129.7800178527832
7191,7,18,3810.5800743103027
599,9,25,4809.390064239502
11741,8,29,5746.280090332031
6379,4,14,2906.6900730133057
11418,7,15,3114.6200370788574
2784,5,16,2943.7500495910645
5845,9,25,4371.50012588501
8466,5,11,2144.7500534057617
7768,7,15,2389.6300468444824
262,5,13,2209.8200607299805
8483,5,6,819.890022277832
11869,2,6,1119.840015411377
2532,7,22,4219.390075683594
2115,5,15,3139.770050048828
10336,3,11,2459.730049133301
8420,8,25,5264.430084228516
11947,7,30,6389.410144805908
4762,3,11,1999.8600540161133
9496,7,26,4449.380088806152
